,0,1,2,3
1449,Shiver,John Summit,Dance/Electronic,"{'lyrics': ""In the darkness\nCollide in the night\nI was heartless\nUntil my soul came to life\n\nAnd I feel it now\nWant this forever\nAnd I feel it now\nYou make me shiver\nAnd I feel it now\nWant this forever\nCan you feel it now?\nYou make me shiver\nYou make me shiver\n\nCan you feel it now?\nWant this forever\nAnd I feel it now\nYou make me shiver\nAnd I feel it now\nWant this forever\nCan you feel it now?\nYou make me shiver\n\nI'm longing\nPull me closer to you\nIn this moment\nWe get lost in this room\n\nAnd I feel it now\nWant this forever\nAnd I feel it now\nYou make me shiver\nAnd I feel it now\nWant this forever\nCan you feel it now?\nYou make me shiver\nCan you feel it now?\nYou make me shiver\n\nCan you feel it now?\nWant this forever\nAnd I feel it now\nYou make me shiver\nAnd I feel it now\nWant this forever\nCan you feel it now?\nYou make me shiver"", 'source': 'Source: Musixmatch'}"
1450,Weak,Vintage Culture,Dance/Electronic,"{'lyrics': ""I don't know what it is that you've done to me\r\nBut it's caused me to act in such a crazy way\r\nWhatever it is that you do when you do what you're doing\r\nOh no no, it's a feeling that I want to stay\r\n\r\n'Cause my heart starts beating triple time\r\nWith thoughts of loving you on my mind\r\nI can't figure out just what to do\r\nWhen the cause and cure is you\r\n\r\nI get so weak in the knees I can hardly speak\r\nI lose all control and something takes over me\r\nIn a daze, your love's so amazing\r\nIt's not a phase\r\nI want you to stay with me by my side\r\nI swallow all of my pride\r\nYour love is so sweet\r\nIt knocks me right off of my feet\r\nCan't explain why your loving makes me weak\r\n\r\nTime after time, after time I try to fight it, ay\r\nBut your love is strong it keeps on holding on\r\nSystem is down when you're around, try to fight it, hey\r\nIn my condition I don't want to be alone (oh yeah)\r\n\r\n'Cause my heart starts beating triple time\r\nWith thoughts of loving you on my mind\r\nBut I can't figure out just what to do\r\nWhen the cause and cure is you, you\r\n\r\nI get so weak in the knees I can hardly speak\r\nI lose all control and something takes over me\r\nIn a daze, your love's so amazing\r\nIt's not a phase\r\nI want you to stay with me by my side\r\nI swallow all of my pride\r\nYour love is so sweet\r\nIt knocks me right off of my feet\r\nCan't explain why your loving makes me weak"", 'source': 'Source: LyricFind'}"
1451,Roar,Charlotte de Witte,Dance/Electronic,"{'lyrics': ""I used to bite my tongue and hold my breath\nScared to rock the boat and make a mess\nSo I sat quietly, agreed politely\nI guess that I forgot I had a choice\nI let you push me past the breaking point\nI stood for nothing, so I fell for everything\n\nYou held me down, but I got up (hey)\nAlready brushing off the dust\nYou hear my voice, you hear that sound\nLike thunder, gonna shake the ground\nYou held me down, but I got up (hey)\nGet ready 'cause I've had enough\nI see it all, I see it now\n\nI got the eye of the tiger, a fighter\nDancing through the fire\n'Cause I am a champion, and you're gonna hear me roar\nLouder, louder than a lion\n'Cause I am the champion, and you're gonna hear me roar\n\nOh-oh-oh-oh-oh-oh-oh\nOh-oh-oh-oh-oh-oh-oh\nOh-oh-oh-oh-oh-oh-oh\nYou're gonna hear me roar\n\nNow I'm floating like a butterfly\nStinging like a bee, I earned my stripes\nI went from zero, to my own hero\n\nYou held me down, but I got up (hey)\nAlready brushing off the dust\nYou hear my voice, you hear that sound\nLike thunder, gonna shake the ground\nYou held me down, but I got up (got up)\nGet ready 'cause I've had enough\nI see it all, I see it now\n\nI got the eye of the tiger, a fighter\nDancing through the fire\n'Cause I am a champion, and you're gonna hear me roar\nLouder, louder than a lion\n'Cause I am a champion, and you're gonna hear me roar\n\nOh-oh-oh-oh-oh-oh-oh\nOh-oh-oh-oh-oh-oh-oh\nOh-oh-oh-oh-oh-oh-oh\nYou're gonna hear me roar\nOh-oh-oh-oh-oh-oh-oh (yeah)\nOh-oh-oh-oh-oh-oh-oh (you'll hear me roar)\nOh-oh-oh-oh-oh-oh-oh\nYou're gonna hear me roar\n\nRoar, roar, roar, roar, roar\n\nI got the eye of the tiger, a fighter\nDancing through the fire 'cause I am a champion\nAnd you're gonna hear me roar, oh, louder, louder than a lion\n'Cause I am a champion, and you're gonna hear me roar\n\nOh-oh-oh-oh-oh-oh-oh\nOh-oh-oh-oh-oh-oh-oh (yeah)\nOh-oh-oh-oh-oh-oh-oh\nYou're gonna hear me roar\nOh-oh-oh-oh-oh-oh-oh\nOh-oh-oh-oh-oh-oh-oh (you'll hear me roar)\nOh-oh-oh-oh-oh-oh-oh\nYou're gonna hear me roar"", 'source': 'Source: Musixmatch'}"
1452,Outside Of Love,Becky Hill,Dance/Electronic,"{'lyrics': 'I don\'t really understand it\nAnd you don\'t wanna talk about it\nSo where do we go now? What are we doin\'?\nI can\'t stand the silence, so deafenin\'\n\nThat look in your eye hits differently\nYou\'ve come to the point where you don\'t love me no more\nAnd I can\'t give you more\nAnymore, anymore, anymore\n\nHow do we make it better?\nShould we admit that I\'m not enough?\nI thought we said, ""Forever""?\nIt\'s cold on the outside of love\n\nCan we reignite the fire\nOr should we admit we\'re givin\' it up?\nRight now, I don\'t know why\nI\'m cold on the outside of love\n\nOn the outside of love\nOutside of oh, oh-oh, oh-oh, oh-oh\nOn the outside of love\n\nI would rather you were happy\nEven if that means without me\nHow long have you felt this? (Mm) have I been clueless?\nI can\'t stand the silence, so deafenin\'\n\nWhen I\'m with you, I just feel lonely\nThere\'s thoughts in your head that you don\'t tell me no more\nAnd I can\'t give you more\nAnymore, anymore, anymore\n\nHow do we make it better?\nShould we admit that I\'m not enough?\nI thought we said ""Forever""?\nIt\'s cold on the outside of love\n\nCan we reignite the fire\nOr should we admit we\'re givin\' it up?\nRight now, I don\'t know why\nI\'m cold on the outside of love\n\n(Outside)\nOn the outside of love (outside)\nOh, on the outside of love (outside)\nOutside of oh, oh-oh, oh-oh, oh-oh, oh-oh-oh (outside)\n\nOh-whoa, oh-whoa (outside)\nOoh, whoa-oh (outside)\nOutside of oh, oh-oh, oh-oh, oh-oh (outside)\nOn the outside of love', 'source': 'Source: Musixmatch'}"
1453,"PATT (Party All The Time) - Adam Beyer, Layton Giordani & Green Velvet Remix",Sharam,Dance/Electronic,"{'lyrics': 'Wants to\nWants to\nWants to\nWants to\nWants to\nWants to\n\nMy girl wants to\nParty all the time\nParty all the time\nParty all the time\n\nMy girl wants to\nParty all the time\nParty all the time\nParty all the time\n\nMy girl wants to\n\nMy girl wants to\nParty all the time\nParty all the time\nParty all the time\n\nMy girl wants to\nParty all the time\nParty all the time\nParty all the time\n\nMy girl wants to\nParty all the time\nParty all the time\nParty all the time\n\nMy girl wants to\nParty all the time\nParty all the time\nParty all the time\n\nMy girl wants to\nParty all the time\nParty all the time\nParty all the time\n\nMy girl wants to\nParty all the time\nParty all the time\nParty all the time\n\nMy girl wants to\nParty all the time\nParty all the time\n\nWants to\nWants to\nWants to\nWants to\nWants to\nWants to\nWants to\nWants to\nWants to\nWants to\nWants to\nWants to\nWants to\nWants to\nWants to\nWants to\n\nMy girl wants to\nParty all the time\nParty all the time\nParty all the time\n\nMy girl wants to\nParty all the time\nParty all the time\nParty all the time\n\nMy girl wants to\nParty all the time\nParty all the time\nParty all the time\n\nMy girl wants to\nParty all the time\nParty all the time\nParty all the time\n\nMy girl wants to\nParty all the time\nParty all the time', 'source': 'Source: LyricFind'}"
1454,Let You Down (with Gabry Ponte),DVBBS,Dance/Electronic,"{'lyrics': ""No more secrets\nNo more picking up the missing pieces\nMy heart, keep it\nI will never leave you at your weakest\n\nWhen you're joining in the silence\nAnd you're giving off the fire with demons stalking\nThey're stalking\nYou know that I'll be here and\n\nI'm not gonna let you down\nNot gonna let you down\nLet me stay, promise you'll be safe and sound\n'Cause I'm not gonna let you down\n\nI'm not gonna let you down\nNot gonna let you down\nI will wait, right where you leave behind\nNo, I'm not gonna let you down\n\nNo more secrets\nNo more picking up the missing pieces\nMy heart, keep it\nI will never leave you at your weakest\n\nWhen you're joining in the silence\nAnd you're giving off the fire with demons stalking\nThey're stalking\nYou know that I'll be here and\n\nI'm not gonna let you down\nNot gonna let you down\nLet me stay, promise you'll be safe and sound\n'Cause I'm not gonna let you down\n\nI'm not gonna let you down\nNot gonna let you down\nI will wait, right where you leave behind\nNo, I'm not gonna let you down\n\nI'm not gonna let you down\nNot gonna let you down\nI will wait, right where you leave behind\nNo, I'm not gonna let you down (down)"", 'source': 'Source: Musixmatch'}"
1455,Whatever,Kygo,Dance/Electronic,"{'lyrics': ""There's a space in my heart\r\nWhen it all comes crashing down\r\nAny time I hear your name out in public\r\nThere's a place that I go\r\nEvery time that you're in town\r\nIt's just me and the knots in my stomach\r\n\r\nAnd it's true, it wasn't easy\r\nGetting over you\r\nBut that's just what I had to do\r\n\r\nWhatever, whatever\r\nWe were never good together\r\nI'll be here and you stay there\r\nTruth is, I never cared\r\nWhatever, whatever\r\nTwo years, that ain't forever\r\nI'll be here and you stay there\r\nWon't see me cry no tears\r\n\r\n(Whatever, whatever)\r\nWon't see me cry no tears\r\n(Whatever, whatever)\r\nWon't see me cry no tears\r\n(Whatever, whatever)\r\nWon't see me cry no tears\r\n(Whatever, whatever)\r\nWon't see me cry no tears\r\n\r\nNever mind, never mind\r\nFeels like you were never mine\r\nGo lose myself in the arms of a stranger\r\nAnd, yeah, it sucks, sometimes in love\r\nYou try your best, but it doesn't work out\r\nAnd it don't matter either way, oh yeah\r\n\r\nWhatever, whatever\r\nWe were never good together\r\nI'll be here and you stay there\r\nTruth is, I never cared\r\nWhatever, whatever\r\nTwo years, that ain't forever (oh yeah)\r\nI'll be here and you stay there\r\nWon't see me cry no tears\r\n\r\nOh-oh-oh-oh, oh-oh, oh-oh (won't see me cry no tears)\r\nOh-oh-oh-oh, oh-oh, oh-oh (whatever, whatever)\r\nOh-oh-oh-oh, oh-oh, oh-oh (won't see me cry no tears)\r\n(Whatever, whatever)\r\nWon't see me cry no tears\r\n(Whatever, whatever)\r\nWon't see me cry no tears\r\n\r\nWhatever, whatever\r\nWe were never good together\r\nI'll be here and you stay there\r\nTruth is, I never cared\r\nWhatever, whatever\r\nTwo years, that ain't forever\r\nI'll be here and you stay there\r\nWon't see me cry no tears"", 'source': 'Source: LyricFind'}"
1456,What Took You So Long,Armin van Buuren,Dance/Electronic,"{'lyrics': 'It was night time, it was déjà vu\r\nIn the lime lights, it was only you\r\nNow you\'re racing, racing, racing, racing through my mind\r\nI was winter \'til you took my hand\r\nHeard you whisper, then the spring began\r\nNo more wasting, wasting, wasting, wasting precious time\r\n\r\nWhat took you so long?\r\nFeels like I\'ve known you for all my life\r\nTell me where you\'ve been all my lonely nights\r\nYou\'re just what I\'ve been waiting on\r\nBut what took you so long?\r\n\r\nLooking at you, not thinking, ""What the hell?""\r\nCan\'t imagine me with somebody else\r\nWhen it\'s been you all along\r\nWhat took you so long?\r\n\r\nWhat took you so long?\r\n\r\nI was angry at the universe\r\nThat the others got to love you first\r\nSo I made you, made you, made you, made you, made you mine\r\nNow the summers never felt like this\r\nAnd the colors never looked like this\r\nNo more, no more wasting time\r\n\r\nWhat took you so long?\r\nFeels like I\'ve known you for all my life\r\nTell me where you\'ve been all my lonely nights\r\nYou\'re just what I\'ve been waiting on\r\nBut what took you so long?\r\nLooking at you, not thinking, ""What the hell?""\r\nCan\'t imagine me with somebody else\r\nWhen it\'s been you all along\r\nWhat took you so long?\r\n\r\nWhat took you so long?\r\nFeels like I\'ve known you for all my life\r\nTell me where you\'ve been all my lonely nights\r\nYou\'re just what I\'ve been waiting on\r\nBut what took you so long?\r\nLooking at you, not thinking, ""What the hell?""\r\nCan\'t imagine me with somebody else\r\nWhen it\'s been you all along\r\nWhat took you so long?', 'source': 'Source: LyricFind'}"
1457,I'll Be Here,Sultan + Shepard,Dance/Electronic,"{'lyrics': 'I\'ll be here worshiping\nAll of the days of my life\nI\'ll be here worshiping\nAll of the days of my life\nEverybody say\n\nI\'ll be here worshiping\nAll of the days of my life\nI\'ll be here worshiping (Praise waits for You oh God, in Zion)\nAll of the days of my life\nSay I\'ll be here\n\nI\'ll be here worshiping\nAll of the days of my life (say ""I\'ll be here"")\nI\'ll be here worshiping\nAll of the days of my life (let\'s sing loud for them)\nSay ""I\'ll be here""\n\nI\'ll be here, lifting hands (even when it is not easy)\nEven when it isn\'t easy\nI\'ll be here, lifting hands\nEven when it isn\'t easy (say ""I\'ll be here"")\n\nI\'ll be here, lifting hands\nEven when it isn\'t easy\nI\'ll be here, lifting hands\nEven when it isn\'t easy (say ""I\'ll be here"")\n\nI\'ll be here, lifting hands (somebody lift your hands)\nEven when it isn\'t easy\nI\'ll be here, lifting hands\nEven when it isn\'t easy (say ""I\'ll be here"")\n\nI\'ll be here, bowing down (all of my days)\nAll of the days of my life\nI\'ll be here, bowing down\nAll of the days of my life (say ""I\'ll be here"")\n\nI\'ll be here, bowing down\nAll of the days of my life\nI\'ll be here, bowing down\nAll of the days of my life\nSomebody bow before the throne\n\nI\'ll be here\n\nLift your vioce and say, ""I\'ll be here""\nI\'ll be here, bowing down\nAll of the days of my life\nI\'ll be here, bowing down\nAll of the days of my life (say ""I\'ll make a vow before You"")\n\nI\'ll be here, bowing down\nAll of the days of my life\nI\'ll be here, bowing down\nAll of the days of my life\n\nI\'ll be here worshiping\nAll of the days of my life (praise waits for You oh God, in Zion)\nI\'ll be here worshiping (I\'ll praise, worship, offerings of praise before You Jesus)\nAll of the days of my life (one more time)\nSay ""I\'ll be here""\n\nI\'ll be here worshiping (worshiping all of the days)\nAll of the days of my life\nI\'ll be here worshiping\nAll of the days of my life\n\nI\'ll be here\nDropping my sacrifice\nAll of the days of my life\nI\'ll be here, worshiping\nAll of the days of my life\n\nI\'ll be here worshiping\nAll of the days of my life\nI\'ll be here worshiping\nAll of the days of my life\n\nAs the musician begin to play this line\nAsk the Lord for something, ask Him for something\n\nNo one comes here and goes back the same way\nIt\'s not possible\n\nI\'ll be here\n\nBecause you\'ve worshiped tonight\n\nI\'ll be here, worshiping\nAll of the days of my life', 'source': 'Source: Musixmatch'}"
1458,Not Exactly - Rebūke Remix,deadmau5,Dance/Electronic,"{'lyrics': ""Everybody hearin' the sound of my voice \r\nRaise your hands and believe in love,\r\nIf you believe,\r\nI need you to believe in love right now!\r\nRaise your hands up high,\r\nFeel the love generation\r\nCover the world, with love\r\nCome on!\r\n\r\nListen children,\r\nI wanna tell ya somethin' real quick and real fast,\r\nI need you to understand that sometimes \r\nWe're separated because of the color of our skin,\r\nOr were we grew up from,\r\nBut I want you to understand somethin',\r\nThat we need to embrace the word love \r\nBecause love can bring all generations of people together,\r\nAll colors and creeds together,\r\nIn peace and harmony,\r\nI want you to feel the love generation!\r\n\r\nI need all my believers that are listening \r\nTo what I'm saying right now,\r\nIf it had not been for love, \r\nEverything that is in this world would not exist,\r\nWe need to understand right now that because of love, \r\nThings happen in a way where people just don't seem to understand,\r\nLove is something that does not, does not compromise itself,\r\nLove is something that we'll sacrifice for everything that goes on,\r\nIf you believe!\r\n\r\nIf you believe,\r\nI need you to believe in Love right now,\r\nRaise your hands up high,\r\nFeel the love generation\r\nCover the world with love, come on!"", 'source': 'Source: LyricFind'}"
1459,1+1=11 - Edit,Peggy Gou,Dance/Electronic,"{'lyrics': None, 'source': None}"
1460,Hiding (feat. Arizona Zervas),Two Friends,Dance/Electronic,"{'lyrics': ""Aye\n\nGirl you got me way too high\nTook too much but I'll be fine\n'Cause I don't mind trippin' on you\nNo, I don't mind trippin' on you\n\nFalling in the summer time\nLike you got my shoes untied\nBut I don't mind trippin' on you\nNo, I don't mind trippin' on you\n\nOoh, don't be like that\nOoh, why you gotta live like that?\nGoddamn\nI'ma be right there\n\nTell me what you think at night\nYou lost your love but you still got mine\nI'll find it\nWherever it's hiding\n\nAnd we can stay out all damn night\nChasing love and wasting time\nI'll find it\nWherever it's hiding\n\nI'll find it\nWherever it's hiding\nI'll find it\nWherever it's hiding\n\nYou've been on my mind since I met ya, aye\nEven if I tried I can't forget ya\nWhen I get you out them heels Cinderella\nI'ma put you in a ring like a wrestler, yeah\n\nOoh, don't be like that\nOoh, why you gotta live like that\nGoddamn (damn)\nI'ma be right there\n\nTell me what you think at night\nYou lost your love but still got mine\nI'll find it\nWherever it's hiding\n\nAnd we can stay out all damn night\nChasing love and wasting time\nI'll find it\nWherever it's hiding\n\nI'll find it\nWherever it's hiding\nI'll find it\nWherever it's hiding"", 'source': 'Source: Musixmatch'}"
1461,TAKA,Ahadadream,Dance/Electronic,"{'lyrics': ""Chi-chi-chi-chi\nChin, chin, chin, chin\nChin... Chin\nChin mudras... Chin mudras\nChin mudras... Chin mudras\nChin mudras\nTaka, taka, taka, taka, taka\nTaka, taka, taka, taka\nTaka, taka, ta (Chin mudras)\nTaka, taka, taka, taka, taka\nTaka, taka, taka, taka\nTaka, taka, ta (Chin mudras)\nTaka, taka, taka, taka, taka\nTaka, taka, taka, taka\nTaka, taka, ta\n\nChin mudras up! Take off, levitate\nIt's a vibe, it's a vibe\nLet the dhol demonstrate like\n\nTaka, taka, ta... Taka, taka, ta\nTaka, taka, ta... Taka, taka, ta\nTaka, taka, ta... Taka, taka, ta\nTaka, taka, ta\nTaka, taka, taka, taka, taka, taka, taka, taka\nTaka, taka, ta... Taka, taka, ta\nTaka, taka, ta... Taka, taka, ta\nTaka, taka, ta... Taka, taka, ta\nTaka, taka, ta\nTaka, taka, taka, taka, taka, taka, taka, taka\n\nMmh, Mmh, Mmh, Mmh (Oh, oh... Oh, oh)\nMmh, Mmh, Mmh, Mmh (Oh, oh... Oh, oh)\nMmh, Mmh, Mmh, Mmh, Mmh (Oh, oh... Oh, oh)\nMmh, Mmh, Mmh, Mmh (Oh, oh... Oh, oh)\nWe feelin' okay, we feelin' okay\nWe feelin' okay, we feelin' okay\nWe feelin' okay, we feelin' okay\nWe feelin' okay, we feelin' okay\n(Chin mudras) We feelin' okay, we feelin' okay\n(Chin mudras) We feelin' okay, yeah we feelin' okay\n(Chin mudras) We feelin' okay, we feelin' okay\n(Chin mudras) We feelin' okay, yeah we feelin' okay\nTaka, taka, taka, taka, taka\nTaka, taka, taka, taka\nTaka, taka, taka, taka\nTaka, taka, taka, taka\nTaka, taka, taka, taka\nTaka, taka, taka, taka\nTaka, taka, ta\n\nTaka, taka, taka, taka, taka\nTaka, taka, taka, taka\nTaka, taka, ta\nTaka, taka, taka, taka, taka\nTaka, taka, taka, taka\nTaka, taka, ta\nTaka, taka, taka, taka, taka\nTaka, taka, taka, taka\nTaka, taka, ka-ta-ka\n\nTa, taka, taka, taka, ta, taka, taka, taka, ta\nTaka, taka, ta\nTa, taka, taka, taka, ta, taka, taka, taka, ta\nTaka, taka, ta\nTa, taka, taka, taka, ta, taka, taka, taka, ta\nTa-ka-ta, ka-ka\nTaka, taka, taka, taka, taka\nTaka, taka, taka, taka, ta\n\nTaka... Ta\nTaka, taka, taka, taka, taka, taka, ta"", 'source': 'Source: Musixmatch'}"
1462,CUT ME OUT,Rezz,Dance/Electronic,"{'lyrics': 'Heroes in our hometown, I can take it all now\nBleeding from the mouth, cut it out, cut me out\nCut-cut me out, I can take it all, take it all\nIn the mouth, cut it out, cut me out\n\nI can take it all\nCut it out, cut me out\nCut-cut me out, I can take it all, take it all\nIn the mouth, cut it out, cut me out\nI can take it all\nCut it out, cut me out\nCut-cut me out, I can take it all, take it all\nCut it out, cut me out\n\nI can take it -\nI can take it all now\nI can take it all now\nI can take it all -\nFrom the mouth, cut it out, cut me out\nFrom the mouth, cut it out, cut me out\nCut it out, cut me out\nI can take it all, take it all now\n\nI can take it, I can take it all\nI can take it, I can take it all\nCut me out, cut me out\nCut me out-out-out, cut me out\nCut me out, I can take it all, take it all\nFrom the mouth, cut it out, cut me out\n\nHeroes in our hometown, I can take it all now\nBleeding from the mouth, cut it out, cut me out\nCut-cut me out, I can take it all, take it all\n\nI can take it -\nI can take it all\nI can take it -\nI can take it all now\nCut-cut me out, I can take it all, take it all\nFrom the mouth, cut it out, cut me out\n(Cut-cut me out)\n(Cut it all, cut me out)\n\nI can take it -\nI can take it all\nI can take it -\nI can take it all\nI can take it -\nI can take it all\n\nI can take it\nI can take it\nI can take it\nI can take it\nI can take it\nI can take it\nTake it all, take it all\nTake it all, take it all', 'source': 'Source: Musixmatch'}"
1463,Last Night,Loofy,Dance/Electronic,"{'lyrics': ""Last night, I couldn't even get an answer\nI tried to call (tried to call)\nBut my pride wouldn't let me dial (dial)\nAnd I'm sitting here with this blank expression (expression, expression)\nAnd the way I feel, I wanna curl up like a child (child)\n\nI know you can hear me\nI know you can feel me\nI can't live without you\nGod, please make me better\nI wish I wasn't the way I am\n\nIf I told you once, I told you twice\nYou can see it in my eyes\nI'm all cried out, with nothing to say\nYou're everything I wanted to be\n\nIf you could only see, your heart belongs to me\nI love you so much, I'm yearning for your touch\nCome and set me free, forever yours I'll be\nBaby, won't you come and take this pain away?\n\nLast night, I couldn't even get an answer\n(I said you couldn't get an answer, baby)\nTried to call, but my pride wouldn't let me dial (dial)\n(But that should never stop you)\nAnd I'm sitting here (sitting here) with this blank expression\n(I can't reach your mind, baby)\nAnd the way (I feel the way I feel)\nI wanna curl up like a child (oh baby)\n\nI need you and you need me\nThis is so plain to see\nAnd I will never let you go\nAnd I will always love you so, I will\n\nIf you could only see (if you could only see)\nYour heart belongs to me (your heart belongs to me)\nI love you so much, I'm yearning for your touch\nCome and set me free (come and set me free)\nForever yours I'll be\nBaby, won't you come and take this pain away?\n\nLast night (oh, last night)\nI couldn't even get an answer (oh, baby, what you wanna do me?)\nI tried to call (alright)\nBut my pride wouldn't let me dial (why won't you just call me baby oh?)\nAnd I'm sitting here with this blank expression (don't sit there baby, no, no, no)\nAnd the way I feel (alright)\nI wanna curl up like a child (I'm so alone, I'm so lonely, baby)\n\nTell me what words to say, to make you come back\nAnd break me like that (ooh)\nAnd if it matters I'll rather stay home (stay, yeah)\nWith you, I'm never alone\nDon't want to wait 'til you're gone\nWhatever you do, just don't leave me\n\nLast night (yeah)\nI couldn't even get an answer (couldn't get an answer, baby, oh)\nTried to call (call me baby)\nBut my pride wouldn't let me dial\n(Why couldn't you just dial me baby, baby, baby, baby, baby?)\nAnd I'm sitting here, with this blank expression (don't sit there, no)\nAnd the way I feel (alright)\nI wanna curl up like a child (I'm so alone, I'm so lonely, baby)\n\nI need you (need you) and you need me (I need you)\nThis is so plain to see\nAnd I will never let you go\nAnd I will always love you so, I will\n\nIf you could only see (only see) your heart belongs to me\nI love you so much (so, so), I'm yearning for your touch (yeah)\nCome and set me free, forever yours I'll be\nBaby, won't you come and take my pain away? (Hey)\n\nLast night, I couldn't even get an answer (I couldn't catch you baby, no)\nTried to (call, call me baby)\nBut my pride wouldn't let me dial\n(Why couldn't you just dial me baby, baby, baby, baby, baby?)\nAnd I'm sitting here, with this blank expression (don't sit there, no)\nAnd the way I feel (alright)\nI wanna curl up like a child (I'm so alone, I'm so lonely, baby)\n\nWhy don't you pick the phone and dial up my number?\nAnd call me up, baby, I'm waiting on you\nWhy don't you pick the phone and dial up my number?\nJust call me up, baby, I'm waiting on you\n\nHello, what's up?\nBeen tryin' to reach all night\nThis shit ain't funny now, pick up the mo'fuckin' phone\nBetter stop fuckin' playin' with nigga's feelings like that\nYou know how much I love you, right?\nBut for those couple of second though, when I couldn't get in touch with you\nI'm ready to come over your house and shoot that motherfucker up\nFuckin' dumb bitch\nYou better fuckin' not be there when I get over that house\nThat's really how it goes down, right?"", 'source': 'Source: Musixmatch'}"
1464,Tell Them,Return Of The Jaded,Dance/Electronic,"{'lyrics': ""Mustard on the beat, hoe\n\nRhythm is a dancer, I need a companion\nGirl, I guess that must be you\nBody like the summer, fuckin' like no other\nDon't you tell 'em what we do\n\nDon't tell 'em, don't tell 'em\nYou ain't even, don't tell 'em, don't tell 'em, you ain't even\nYou ain't even gotta tell 'em, don't tell 'em, don't tell 'em\nYou ain't even, don't tell 'em, don't tell 'em, you ain't even\nYou ain't even gotta tell 'em, don't tell 'em, don't tell 'em\n\nKnow you say you down wit it\nWon't tell 'em how you hit the ground wit' it\nGirl, you know I'm from Chicago\nI act a fool, Bobby Brown wit' it (in it)\nNobody take me out though\nYou got gifts, bring 'em down the South Pole\nMarathon doll, gon' put in miles\nDon't you worry 'bout him, I gon' work it out\n\nOnly is you got me feeling like this\nOh, why, why, why, why, why\nLoving while grabbing the rhythm of your hips\nThat's right, right, right, right, right\n\nRhythm is a dancer, I need a companion\nGirl, I guess that must be you\nBody like the summer, fuckin' like no other\nDon't you tell 'em what we do\n\nDon't tell 'em, don't tell 'em\nYou ain't even, don't tell 'em, don't tell 'em, you ain't even\nYou ain't even gotta tell 'em, don't tell 'em, don't tell 'em\nYou ain't even, don't tell 'em, don't tell 'em, you ain't even\nYou ain't even gotta tell em, don't tell 'em, don't tell 'em\n\nGirl, he fufu wit' it\nBut you know I know what to do wit' it\nI give you that, girl I'm talking laps\nAs if you got a pool in it\nAnd since you ain't with your best friends\nThen let me your diamond\nYou know you feeling how your boy press play\nJust keep that ass rewindin'\n\nOnly is you got me feeling like this\nOh, why, why, why, why, hey\nLoving while grabbing the rhythm of your hips\nThat's right, right, right, right, right\n\nRhythm is a dancer, I need a companion\nGirl, I guess that must be you\nBody like the summer, fucking like no other\nDon't you tell 'em what we do\n\nDon't tell 'em, don't tell 'em, you ain't even\nDon't tell 'em, don't tell 'em, you ain't even\nYou ain't even gotta tell 'em, don't tell 'em, don't tell 'em\nYou ain't even, don't tell 'em, don't tell 'em, you ain't even\nYou ain't even gotta tell 'em, don't tell 'em, don't tell 'em\n\n3-1-0 9-3-4 8-6-1-6\nI got a missed call from your bitch\nShe been plottin' on me for a cool minute\nShe wanna suck my dick, and I'm cool with it\nI like girls in the shower, when it's winter fresh\nIt's some Twitter pussy, I met on the Internet\nOn my late-night thirsty, 'cause it was late-night and I was thirsty\n\nGirl, I been to that county girl, I ain't tellin'\nHandcuff you to that bed, girl, it ain't no bailin'\nI keep a stack of hundreds like I keep a secret\nIf anything you were just explorin', you wasn't cheatin'\nShe got my number stored under fake names\nHer nigga think she faithful, but she runnin' game\nYOLO, so take me out these Polos\nAnd we can fuck from Uno to Ocho\n\nOnly is you got me feeling like this\nOh, why, why, why, why, why\nLoving while grabbing the rhythm of your hips\nThat's right, right, right, right, right\n\nRhythm is a dancer, I need a companion\nGirl, I guess that must be you\nBody like the summer\nFucking like no other (I keep it on the DL and creep like TL)\nDon't you tell 'em what we do (Just tell me them details, just hand me)\n\nDon't tell 'em, don't tell 'em, you ain't even\nDon't tell 'em, don't tell 'em, you ain't even\nYou ain't even gotta tell 'em, don't tell 'em, don't tell 'em\nYou ain't even, don't tell 'em, don't tell 'em, you ain't even\nYou ain't even gotta tell 'em, don't tell 'em, don't tell 'em, no\n\nRight, right, right, right, right, right, right\nDon't tell 'em, don't tell 'em, no\nWhy, why, why, why would you do? (oh)\nJust keep the rhythm like, yeah, yeah, yeah, yeah\nPut it on me baby, yeah, yeah, yeah, yeah\nYou know you like that, yeah, yeah, yeah, yeah\nYou know I want it, baby, yeah, yeah, yeah, yeah\nOh, oh-oh, oh-oh, oh-oh"", 'source': 'Source: Musixmatch'}"
1465,Thank You (Not So Bad),Dimitri Vegas & Like Mike,Dance/Electronic,"{'lyrics': ""My tea's gone cold, I'm wondering why\nI got out of bed at all\nThe morning rain clouds up my window\nAnd I can't see at all\nAnd even if I could, it'd all be gray\nBut your picture on my wall\nIt reminds me that it's not so bad\nIt's not so bad\n\nAnd even if I could, it'd all be gray\nBut your picture on my wall\n\nIt's not so bad\n\nAnd even if I could, it'd all be gray\nBut your picture on my wall\nIt reminds me that it's not so bad\nIt's not so bad"", 'source': 'Source: Musixmatch'}"
